gencoarc,www.gencoarc.com/BusinessServices/GeneseeDataManagement.aspx,data management business services customer support,FALSE
inc,www.inc.com/guides/cust_tech/20909.html,data management business services customer support,FALSE
techmahindra,www.techmahindra.com/services/.../data_management_services/default.aspx,data management business services customer support,TRUE
telegenisys,https://www.telegenisys.com/insights/telemarketing-services.html,data management business services customer support,TRUE
wikipedia,https://en.wikipedia.org/wiki/Customer_relationship_management,data management business services customer support,FALSE
techtarget,searchcrm.techtarget.com/definition/CRM,data management business services customer support,FALSE
edq,https://www.edq.com/,data management business services customer support,TRUE
veritas,https://www.veritas.com/,data management business services customer support,TRUE
capterra,www.capterra.com/field-service-management-software/,data management business services customer support,TRUE
silverspringnet,www.silverspringnet.com/solutions/services/,data management business services customer support,TRUE
csra,https://www.csra.com/solutions,data management business services customer support,TRUE
seic,www.seic.com/enUS/advisors/465.htm,data management business services customer support,FALSE
hpe,https://www.hpe.com/us/en/services/consulting/big-data.html,data management business services customer support,TRUE
edmcouncil,www.edmcouncil.org/downloads/EDMFromBP.pdf,data management business services customer support,FALSE
equifax,www.equifax.com/business/customer-data-management,data management business services customer support,TRUE
hbr,https://hbr.org/2012/10/big-data-the-management-revolution,data management business services customer support,FALSE
bloomberg,https://www.bloomberg.com/enterprise/financial-data-management/,data management business services customer support,FALSE
eagleinvsys,www.eagleinvsys.com/solutions/data-management.cfm,data management business services customer support,FALSE
techmahindra,bsg.techmahindra.com/pages/platforms/mds.aspx,data management business services customer support,TRUE
techtarget,searchcio.techtarget.com/definition/business-process-outsourcing,data management business services customer support,FALSE
lexisnexis,www.lexisnexis.com/risk/,data management business services customer support,FALSE
techtarget,searchitchannel.techtarget.com/definition/service-level-agreement,data management business services customer support,FALSE
customerthink,customerthink.com/top-5-challenges-in-customer-data-management/,data management business services customer support,FALSE
siebel,www.siebel.com/,data management business services customer support,TRUE
ivision,https://ivision.com/services/technology/analytics-data-management/,data management business services customer support,TRUE
bloomberg,www.bloomberg.com/research/stocks/private/snapshot.asp?...,data management business services customer support,FALSE
stentel,stentel.com/,data management business services customer support,TRUE
lakegroupmedia,www.lakegroupmedia.com/lake-b2b/services-offered/,data management business services customer support,TRUE
dataworksintl,www.dataworksintl.com/,data management business services customer support,TRUE
nexright,www.nexright.com/multichannel.html,data management business services customer support,TRUE
missionstatements,https://www.missionstatements.com/inc_500_mission_statements.html,data management business services customer support,TRUE
saic,www.saic.com/joinus/dla-jets/,data management business services customer support,TRUE
uconn,uits.uconn.edu/category/datamanagement/,data management business services customer support,FALSE
gsa,https://www.gsa.gov/portal/category/25638,data management business services customer support,FALSE
meritdirect,https://www.meritdirect.com/our-solutions/data-media-services/,data management business services customer support,TRUE
ieee,ieeexplore.ieee.org/document/4766789/,data management business services customer support,FALSE
meritdirect,https://www.meritdirect.com/our-solutions/data-media-services/,data management business services customer support,TRUE
lumikha,https://lumikha.co/,data management business services customer support,FALSE
ieee,ieeexplore.ieee.org/document/4766789/,data management business services customer support,FALSE
gartner,www.gartner.com/newsroom/id/2668215,data management business services customer support,FALSE
centrilogic,https://www.centrilogic.com/services/data-management/,data management business services customer support,TRUE
cyberdatainc,www.cyberdatainc.com/enterprise-data,data management business services customer support,TRUE
softpath,www.softpath.net/pages/master-data-management.html,data management business services customer support,TRUE
washington,https://www.washington.edu/uwit/,data management business services customer support,FALSE
forrester,https://www.forrester.com/Master-Data-Management,data management business services customer support,FALSE
idbs,https://www.idbs.com/en/platform-products/e-workbook/,data management business services customer support,TRUE
philips,www.usa.philips.com/healthcare/solutions/customer-service-solutions,data management business services customer support,TRUE
elead-crm,www.elead-crm.com/privacy/,software services data,TRUE
convergencedata,www.convergencedata.com/,software services data,TRUE
nessi-europe,www.nessi-europe.com/,software services data,TRUE
scientific-software,www.scientific-software.com/,software services data,TRUE
stellarinfo,www.stellarinfo.com/,software services data,TRUE
datasoftwaresolutions,www.datasoftwaresolutions.com/,software services data,FALSE
pingdom,https://www.pingdom.com/legal/software-service-agreement,software services data,TRUE
dtacke,dtacke.net/,software services data,TRUE
hpe,https://www.hpe.com/h20195/V2/GetPDF.../4AA5-4801ENW.pdf,software services data,TRUE
eminent8,eminent8.com/,software services data,TRUE
datarecoverysoftware,www.datarecoverysoftware.us/,software services data,TRUE
wa,dor.wa.gov/digitalproducts/,software services data,FALSE
gartner,www.gartner.com/technology/research/it-spending-forecast/,software services data,TRUE
safeguardsoftware,www.safeguardsoftware.co.uk/cloud-service/,software services data,TRUE
n-able,www.n-able.com/software-services-agreement,software services data,TRUE
connect2sea,www.connect2sea.eu/Software-Services-and-Data.html,software services data,TRUE
wikipedia,https://en.wikipedia.org/wiki/Software_as_a_service,software services data,FALSE
krollontrack,https://www.krollontrack.com/services/data-recovery/,software services data,TRUE
socialsolutions,www.socialsolutions.com/case-management-software/,software services data,TRUE
acm,dl.acm.org/citation.cfm?id=959698,software services data,FALSE
apsoftwareservices,www.apsoftwareservices.com/core-datamosis/,software services data,TRUE
sustainablecomputinglab,sustainablecomputinglab.org/software-services-and-data/,software services data,FALSE
seagate,www.seagate.com/services-software/recover/,software services data,TRUE
asrdata,www.asrdata.com/,software services data,TRUE
manthan,https://www.manthan.com/,software services data,TRUE
state,www.dor.state.nc.us/practitioner/sales/bulletins/section28.pdf,software services data,FALSE
hrsa,https://www.npdb.hrsa.gov/software/aboutSoftware.jsp,software services data,FALSE
bccsoftware,bccsoftware.com/data-marketing-services/,software services data,TRUE
schoolsict,www.schoolsict.co.uk/.../1534-office-365-cloud-software-services-and-the- data-protection-act,software services data,FALSE
cheftec,www.cheftec.com/services_index.asp,software services data,TRUE
ucar,https://www.eol.ucar.edu/facilities/data-management-services,software services data,FALSE
apc,https://dcimsupport.apc.com/display/dcimservices/Software+Services,software services data,TRUE
softwareservices,softwareservices.net/criminal-case-management/,software services data,FALSE
247emaildata,www.247emaildata.com/,software services data,TRUE
wi,https://www.revenue.wi.gov/Pages/FAQS/pcs-computera.aspx,software services data,FALSE
bigswitch,www.bigswitch.com/bigswitch-dell-partnership-announcement,software services data,TRUE
prometheanssi,prometheanssi.com/,software services data,TRUE
apc,www.apc.com/struxureware/us/en/software-services-and-support/,software services data,TRUE
datamatics,www.datamatics.com/,software services data,TRUE
jetsweep,jetsweep.co/cloud-management-services-with-cloudhealth/,data cloud management company service,TRUE
happiestminds,www.happiestminds.com/services/cloud-technology-management-services/,data cloud management company service,TRUE
ardham,www.ardham.com/cloud-services/management/,data cloud management company service,TRUE
idc,https://www.idc.com/getdoc.jsp?containerId=IDC_P126,data cloud management company service,TRUE
marketsandmarkets,www.marketsandmarkets.com/.../cloud-based-data-management-services.asp,data cloud management company service,TRUE
csra,https://www.csra.com/solutions,data cloud management company service,TRUE
saic,www.saic.com/services-solutions/technology-solutions/cloud/,data cloud management company service,TRUE
parkar,parkar.consulting/cloud-management-services/,data cloud management company service,TRUE
greenpages,greenpages.com/cloud-services/cloud-management/,data cloud management company service,TRUE
callone,www.callone.com/services/cloud-services/hybrid-cloud,data cloud management company service,TRUE
synoptek,https://synoptek.com/it-infrastructure-services/cloud-hosting-services/,data cloud management company service,TRUE
cloudnexa,https://www.cloudnexa.com/,data cloud management company service,TRUE
airnetgroup,www.airnetgroup.com/services.html,data cloud management company service,TRUE
entisys360,www.entisys360.com/services/data-center-management-cloud-services/,data cloud management company service,TRUE
scalabilityexperts,www.scalabilityexperts.com/,data cloud management company service,TRUE
dataintensity,www.dataintensity.com/,data cloud management company service,TRUE
dataintensity,www.dataintensity.com/,data cloud management company service,TRUE
hpe,https://www.hpe.com/us/en/services/consulting/big-data.html,data cloud management company service,TRUE
udtonline,www.udtonline.com/Solutions/UDT-Cloud,data cloud management company service,TRUE
hpe,https://www.hpe.com/uk/en/services/consulting/big-data.html,data cloud management company service,TRUE
liquidnetworx,liquidnetworx.com/manage/cloud-services/,data cloud management company service,TRUE
mckinsey,www.mckinsey.com/business.../protecting-information-in-the-cloud,data cloud management company service,FALSE
ieee,ieeexplore.ieee.org/document/6149827/,data cloud management company service,FALSE
purestorage,https://www.purestorage.com/products/pure-1.html,data cloud management company service,TRUE
sciencedirect,www.sciencedirect.com/science/article/pii/S0167739X14001332,data cloud management company service,FALSE
cm-inc,www.cm-inc.com/,data cloud management company service,TRUE
vermont,dii.vermont.gov/infrastructure/hosted/server,data cloud management company service,FALSE
cm-inc,www.cm-inc.com/,data cloud management company service,TRUE
vermont,dii.vermont.gov/infrastructure/hosted/server,data cloud management company service,FALSE
indigo-datacloud,https://www.indigo-datacloud.eu/service-component,data cloud management company service,TRUE
techmahindra,www.techmahindra.com/services/...management_services/ims.aspx,data cloud management company service,TRUE
digitalfortress,digitalfortress.io/cloud/,data cloud management company service,TRUE
cascadedivide,www.cascadedivide.com/pdf/CascadeDivide_Brochure(10-14).pdf,data cloud management company service,TRUE
cloudcruiser,www.cloudcruiser.com/product/features/,data cloud management company service,TRUE
serro,https://www.serro.com/services/,data cloud management company service,TRUE
cgg,www.cgg.com/en/What-We-Do/Data-Management,data cloud management company service,TRUE
snia,www.snia.org/cdmi,data cloud management company service,TRUE
kaavo,www.kaavo.com/products-and-services,data cloud management company service,TRUE
broadaspect,www.broadaspect.com/cloud-services/,data cloud management company service,TRUE
questsys,www.questsys.com/cloud-computing-solutions.aspx,data cloud management company service,TRUE
servicenow,www.servicenow.com/products/servicenow-platform.html,data cloud management company service,TRUE
channele2e,https://www.channele2e.com/aws-partners/,data cloud management company service,FALSE
logicsone,logicsone.com/company/work-us/utilize-services/,data cloud management company service,TRUE
talend,https://www.talend.com/products/data-fabric,data cloud management company service,TRUE
informationweek,www.informationweek.com/cloud/...service/...data...cloud-management/.../ 1324269,data cloud management company service,FALSE
datalocker,https://datalocker.com/ironkey-ems3/,data cloud management company service,TRUE
